customer_id,customer_name,email,country,signup_date
C0496,Customer 496,customer496@example.com,Canada,2024-05-11
C0497,Customer 497,customer497@example.com,UK,2024-05-12
C0498,Customer 498,customer498@example.com,Germany,2024-05-13
C0499,Customer 499,customer499@example.com,France,2024-05-14
C0500,Customer 500,customer500@example.com,USA,2024-05-15
C0501,Customer 501,customer501@example.com,Canada,2024-05-16
C0502,Customer 502,customer502@example.com,UK,2024-05-17
C0503,Customer 503,customer503@example.com,Germany,2024-05-18
C0504,Customer 504,customer504@example.com,France,2024-05-19
C0505,Customer 505,customer505@example.com,USA,2024-05-20
C0506,Customer 506,customer506@example.com,Canada,2024-05-21
C0507,Customer 507,customer507@example.com,UK,2024-05-22
C0508,Customer 508,customer508@example.com,Germany,2024-05-23
C0509,Customer 509,customer509@example.com,France,2024-05-24
C0510,Customer 510,customer510@example.com,USA,2024-05-25
C0511,Customer 511,customer511@example.com,Canada,2024-05-26
C0512,Customer 512,customer512@example.com,UK,2024-05-27
C0513,Customer 513,customer513@example.com,Germany,2024-05-28
C0514,Customer 514,customer514@example.com,France,2024-05-29
C0515,Customer 515,customer515@example.com,USA,2024-05-30
C0516,Customer 516,customer516@example.com,Canada,2024-05-31
C0517,Customer 517,customer517@example.com,UK,2024-06-01
C0518,Customer 518,customer518@example.com,Germany,2024-06-02
C0519,Customer 519,customer519@example.com,France,2024-06-03
C0520,Customer 520,customer520@example.com,USA,2024-06-04
C0521,Customer 521,customer521@example.com,Canada,2024-06-05
C0522,Customer 522,customer522@example.com,UK,2024-06-06
C0523,Customer 523,customer523@example.com,Germany,2024-06-07
C0524,Customer 524,customer524@example.com,France,2024-06-08
C0525,Customer 525,customer525@example.com,USA,2024-06-09
C0526,Customer 526,customer526@example.com,Canada,2024-06-10
C0527,Customer 527,customer527@example.com,UK,2024-06-11
C0528,Customer 528,customer528@example.com,Germany,2024-06-12
C0529,Customer 529,customer529@example.com,France,2024-06-13
C0530,Customer 530,customer530@example.com,USA,2024-06-14
C0531,Customer 531,customer531@example.com,Canada,2024-06-15
C0532,Customer 532,customer532@example.com,UK,2024-06-16
C0533,Customer 533,customer533@example.com,Germany,2024-06-17
C0534,Customer 534,customer534@example.com,France,2024-06-18
C0535,Customer 535,customer535@example.com,USA,2024-06-19
C0536,Customer 536,customer536@example.com,Canada,2024-06-20
C0537,Customer 537,customer537@example.com,UK,2024-06-21
C0538,Customer 538,customer538@example.com,Germany,2024-06-22
C0539,Customer 539,customer539@example.com,France,2024-06-23
C0540,Customer 540,customer540@example.com,USA,2024-06-24
C0541,Customer 541,customer541@example.com,Canada,2024-06-25
C0542,Customer 542,customer542@example.com,UK,2024-06-26
C0543,Customer 543,customer543@example.com,Germany,2024-06-27
C0544,Customer 544,customer544@example.com,France,2024-06-28
C0545,Customer 545,customer545@example.com,USA,2024-06-29
C0546,Customer 546,customer546@example.com,Canada,2024-06-30
C0547,Customer 547,customer547@example.com,UK,2024-07-01
C0548,Customer 548,customer548@example.com,Germany,2024-07-02
C0549,Customer 549,customer549@example.com,France,2024-07-03
C0550,Customer 550,customer550@example.com,USA,2024-07-04
C0551,Customer 551,customer551@example.com,Canada,2024-07-05
C0552,Customer 552,customer552@example.com,UK,2024-07-06
C0553,Customer 553,customer553@example.com,Germany,2024-07-07
C0554,Customer 554,customer554@example.com,France,2024-07-08
C0555,Customer 555,customer555@example.com,USA,2024-07-09
C0556,Customer 556,customer556@example.com,Canada,2024-07-10
C0557,Customer 557,customer557@example.com,UK,2024-07-11
C0558,Customer 558,customer558@example.com,Germany,2024-07-12
C0559,Customer 559,customer559@example.com,France,2024-07-13
C0560,Customer 560,customer560@example.com,USA,2024-07-14
C0561,Customer 561,customer561@example.com,Canada,2024-07-15
C0562,Customer 562,customer562@example.com,UK,2024-07-16
C0563,Customer 563,customer563@example.com,Germany,2024-07-17
C0564,Customer 564,customer564@example.com,France,2024-07-18
C0565,Customer 565,customer565@example.com,USA,2024-07-19
C0566,Customer 566,customer566@example.com,Canada,2024-07-20
C0567,Customer 567,customer567@example.com,UK,2024-07-21
C0568,Customer 568,customer568@example.com,Germany,2024-07-22
C0569,Customer 569,customer569@example.com,France,2024-07-23
C0570,Customer 570,customer570@example.com,USA,2024-07-24
C0571,Customer 571,customer571@example.com,Canada,2024-07-25
C0572,Customer 572,customer572@example.com,UK,2024-07-26
C0573,Customer 573,customer573@example.com,Germany,2024-07-27
C0574,Customer 574,customer574@example.com,France,2024-07-28
C0575,Customer 575,customer575@example.com,USA,2024-07-29
C0576,Customer 576,customer576@example.com,Canada,2024-07-30
C0577,Customer 577,customer577@example.com,UK,2024-07-31
C0578,Customer 578,customer578@example.com,Germany,2024-08-01
C0579,Customer 579,customer579@example.com,France,2024-08-02
C0580,Customer 580,customer580@example.com,USA,2024-08-03
C0581,Customer 581,customer581@example.com,Canada,2024-08-04
C0582,Customer 582,customer582@example.com,UK,2024-08-05
C0583,Customer 583,customer583@example.com,Germany,2024-08-06
C0584,Customer 584,customer584@example.com,France,2024-08-07
C0585,Customer 585,customer585@example.com,USA,2024-08-08
C0586,Customer 586,customer586@example.com,Canada,2024-08-09
C0587,Customer 587,customer587@example.com,UK,2024-08-10
C0588,Customer 588,customer588@example.com,Germany,2024-08-11
C0589,Customer 589,customer589@example.com,France,2024-08-12
C0590,Customer 590,customer590@example.com,USA,2024-08-13
C0591,Customer 591,customer591@example.com,Canada,2024-08-14
C0592,Customer 592,customer592@example.com,UK,2024-08-15
C0593,Customer 593,customer593@example.com,Germany,2024-08-16
C0594,Customer 594,customer594@example.com,France,2024-08-17
C0595,Customer 595,customer595@example.com,USA,2024-08-18
C0596,Customer 596,customer596@example.com,Canada,2024-08-19
C0597,Customer 597,customer597@example.com,UK,2024-08-20
C0598,Customer 598,customer598@example.com,Germany,2024-08-21
C0599,Customer 599,customer599@example.com,France,2024-08-22
C0600,Customer 600,customer600@example.com,USA,2024-08-23
C0601,Customer 601,customer601@example.com,Canada,2024-08-24
C0602,Customer 602,customer602@example.com,UK,2024-08-25
C0603,Customer 603,customer603@example.com,Germany,2024-08-26
C0604,Customer 604,customer604@example.com,France,2024-08-27
C0605,Customer 605,customer605@example.com,USA,2024-08-28
C0606,Customer 606,customer606@example.com,Canada,2024-08-29
C0607,Customer 607,customer607@example.com,UK,2024-08-30
C0608,Customer 608,customer608@example.com,Germany,2024-08-31
C0609,Customer 609,customer609@example.com,France,2024-09-01
C0610,Customer 610,customer610@example.com,USA,2024-09-02
C0611,Customer 611,customer611@example.com,Canada,2024-09-03
C0612,Customer 612,customer612@example.com,UK,2024-09-04
C0613,Customer 613,customer613@example.com,Germany,2024-09-05
C0614,Customer 614,customer614@example.com,France,2024-09-06
C0615,Customer 615,customer615@example.com,USA,2024-09-07
C0616,Customer 616,customer616@example.com,Canada,2024-09-08
C0617,Customer 617,customer617@example.com,UK,2024-09-09
C0618,Customer 618,customer618@example.com,Germany,2024-09-10
C0619,Customer 619,customer619@example.com,France,2024-09-11
C0620,Customer 620,customer620@example.com,USA,2024-09-12
C0621,Customer 621,customer621@example.com,Canada,2024-09-13
C0622,Customer 622,customer622@example.com,UK,2024-09-14
C0623,Customer 623,customer623@example.com,Germany,2024-09-15
C0624,Customer 624,customer624@example.com,France,2024-09-16
C0625,Customer 625,customer625@example.com,USA,2024-09-17
C0626,Customer 626,customer626@example.com,Canada,2024-09-18
C0627,Customer 627,customer627@example.com,UK,2024-09-19
C0628,Customer 628,customer628@example.com,Germany,2024-09-20
C0629,Customer 629,customer629@example.com,France,2024-09-21
C0630,Customer 630,customer630@example.com,USA,2024-09-22
C0631,Customer 631,customer631@example.com,Canada,2024-09-23
C0632,Customer 632,customer632@example.com,UK,2024-09-24
C0633,Customer 633,customer633@example.com,Germany,2024-09-25
C0634,Customer 634,customer634@example.com,France,2024-09-26
C0635,Customer 635,customer635@example.com,USA,2024-09-27
C0636,Customer 636,customer636@example.com,Canada,2024-09-28
C0637,Customer 637,customer637@example.com,UK,2024-09-29
C0638,Customer 638,customer638@example.com,Germany,2024-09-30
C0639,Customer 639,customer639@example.com,France,2024-10-01
C0640,Customer 640,customer640@example.com,USA,2024-10-02
C0641,Customer 641,customer641@example.com,Canada,2024-10-03
C0642,Customer 642,customer642@example.com,UK,2024-10-04
C0643,Customer 643,customer643@example.com,Germany,2024-10-05
C0644,Customer 644,customer644@example.com,France,2024-10-06
C0645,Customer 645,customer645@example.com,USA,2024-10-07
C0646,Customer 646,customer646@example.com,Canada,2024-10-08
C0647,Customer 647,customer647@example.com,UK,2024-10-09
C0648,Customer 648,customer648@example.com,Germany,2024-10-10
C0649,Customer 649,customer649@example.com,France,2024-10-11
C0650,Customer 650,customer650@example.com,USA,2024-10-12
C0651,Customer 651,customer651@example.com,Canada,2024-10-13
C0652,Customer 652,customer652@example.com,UK,2024-10-14
C0653,Customer 653,customer653@example.com,Germany,2024-10-15
C0654,Customer 654,customer654@example.com,France,2024-10-16
C0655,Customer 655,customer655@example.com,USA,2024-10-17
C0656,Customer 656,customer656@example.com,Canada,2024-10-18
C0657,Customer 657,customer657@example.com,UK,2024-10-19
C0658,Customer 658,customer658@example.com,Germany,2024-10-20
C0659,Customer 659,customer659@example.com,France,2024-10-21
C0660,Customer 660,customer660@example.com,USA,2024-10-22
C0661,Customer 661,customer661@example.com,Canada,2024-10-23
C0662,Customer 662,customer662@example.com,UK,2024-10-24
C0663,Customer 663,customer663@example.com,Germany,2024-10-25
C0664,Customer 664,customer664@example.com,France,2024-10-26
C0665,Customer 665,customer665@example.com,USA,2024-10-27
C0666,Customer 666,customer666@example.com,Canada,2024-10-28
C0667,Customer 667,customer667@example.com,UK,2024-10-29
C0668,Customer 668,customer668@example.com,Germany,2024-10-30
C0669,Customer 669,customer669@example.com,France,2024-10-31
C0670,Customer 670,customer670@example.com,USA,2024-11-01
C0671,Customer 671,customer671@example.com,Canada,2024-11-02
C0672,Customer 672,customer672@example.com,UK,2024-11-03
C0673,Customer 673,customer673@example.com,Germany,2024-11-04
C0674,Customer 674,customer674@example.com,France,2024-11-05
C0675,Customer 675,customer675@example.com,USA,2024-11-06
C0676,Customer 676,customer676@example.com,Canada,2024-11-07
C0677,Customer 677,customer677@example.com,UK,2024-11-08
C0678,Customer 678,customer678@example.com,Germany,2024-11-09
C0679,Customer 679,customer679@example.com,France,2024-11-10
C0680,Customer 680,customer680@example.com,USA,2024-11-11
C0681,Customer 681,customer681@example.com,Canada,2024-11-12
C0682,Customer 682,customer682@example.com,UK,2024-11-13
C0683,Customer 683,customer683@example.com,Germany,2024-11-14
C0684,Customer 684,customer684@example.com,France,2024-11-15
C0685,Customer 685,customer685@example.com,USA,2024-11-16
C0686,Customer 686,customer686@example.com,Canada,2024-11-17
C0687,Customer 687,customer687@example.com,UK,2024-11-18
C0688,Customer 688,customer688@example.com,Germany,2024-11-19
C0689,Customer 689,customer689@example.com,France,2024-11-20
C0690,Customer 690,customer690@example.com,USA,2024-11-21
C0691,Customer 691,customer691@example.com,Canada,2024-11-22
C0692,Customer 692,customer692@example.com,UK,2024-11-23
C0693,Customer 693,customer693@example.com,Germany,2024-11-24
C0694,Customer 694,customer694@example.com,France,2024-11-25
C0695,Customer 695,customer695@example.com,USA,2024-11-26
C0696,Customer 696,customer696@example.com,Canada,2024-11-27
C0697,Customer 697,customer697@example.com,UK,2024-11-28
C0698,Customer 698,customer698@example.com,Germany,2024-11-29
C0699,Customer 699,customer699@example.com,France,2024-11-30
C0700,Customer 700,customer700@example.com,USA,2024-12-01
C0701,Customer 701,customer701@example.com,Canada,2024-12-02
C0702,Customer 702,customer702@example.com,UK,2024-12-03
C0703,Customer 703,customer703@example.com,Germany,2024-12-04
C0704,Customer 704,customer704@example.com,France,2024-12-05
C0705,Customer 705,customer705@example.com,USA,2024-12-06
C0706,Customer 706,customer706@example.com,Canada,2024-12-07
C0707,Customer 707,customer707@example.com,UK,2024-12-08
C0708,Customer 708,customer708@example.com,Germany,2024-12-09
C0709,Customer 709,customer709@example.com,France,2024-12-10
C0710,Customer 710,customer710@example.com,USA,2024-12-11
C0711,Customer 711,customer711@example.com,Canada,2024-12-12
C0712,Customer 712,customer712@example.com,UK,2024-12-13
C0713,Customer 713,customer713@example.com,Germany,2024-12-14
C0714,Customer 714,customer714@example.com,France,2024-12-15
C0715,Customer 715,customer715@example.com,USA,2024-12-16
C0716,Customer 716,customer716@example.com,Canada,2024-12-17
C0717,Customer 717,customer717@example.com,UK,2024-12-18
C0718,Customer 718,customer718@example.com,Germany,2024-12-19
C0719,Customer 719,customer719@example.com,France,2024-12-20
C0720,Customer 720,customer720@example.com,USA,2024-12-21
C0721,Customer 721,customer721@example.com,Canada,2024-12-22
C0722,Customer 722,customer722@example.com,UK,2024-12-23
C0723,Customer 723,customer723@example.com,Germany,2024-12-24
C0724,Customer 724,customer724@example.com,France,2024-12-25
C0725,Customer 725,customer725@example.com,USA,2024-12-26
C0726,Customer 726,customer726@example.com,Canada,2024-12-27
C0727,Customer 727,customer727@example.com,UK,2024-12-28
C0728,Customer 728,customer728@example.com,Germany,2024-12-29
C0729,Customer 729,customer729@example.com,France,2024-12-30
C0730,Customer 730,customer730@example.com,USA,2024-12-31
C0731,Customer 731,customer731@example.com,Canada,2025-01-01
C0732,Customer 732,customer732@example.com,UK,2025-01-02
C0733,Customer 733,customer733@example.com,Germany,2025-01-03
C0734,Customer 734,customer734@example.com,France,2025-01-04
C0735,Customer 735,customer735@example.com,USA,2025-01-05
C0736,Customer 736,customer736@example.com,Canada,2025-01-06
C0737,Customer 737,customer737@example.com,UK,2025-01-07
C0738,Customer 738,customer738@example.com,Germany,2025-01-08
C0739,Customer 739,customer739@example.com,France,2025-01-09
C0740,Customer 740,customer740@example.com,USA,2025-01-10
C0741,Customer 741,customer741@example.com,Canada,2025-01-11
C0742,Customer 742,customer742@example.com,UK,2025-01-12
C0743,Customer 743,customer743@example.com,Germany,2025-01-13
C0744,Customer 744,customer744@example.com,France,2025-01-14
C0745,Customer 745,customer745@example.com,USA,2025-01-15
C0746,Customer 746,customer746@example.com,Canada,2025-01-16
C0747,Customer 747,customer747@example.com,UK,2025-01-17
C0748,Customer 748,customer748@example.com,Germany,2025-01-18
C0749,Customer 749,customer749@example.com,France,2025-01-19
C0750,Customer 750,customer750@example.com,USA,2025-01-20
C0751,Customer 751,customer751@example.com,Canada,2025-01-21
C0752,Customer 752,customer752@example.com,UK,2025-01-22
C0753,Customer 753,customer753@example.com,Germany,2025-01-23
C0754,Customer 754,customer754@example.com,France,2025-01-24
C0755,Customer 755,customer755@example.com,USA,2025-01-25
C0756,Customer 756,customer756@example.com,Canada,2025-01-26
C0757,Customer 757,customer757@example.com,UK,2025-01-27
C0758,Customer 758,customer758@example.com,Germany,2025-01-28
C0759,Customer 759,customer759@example.com,France,2025-01-29
C0760,Customer 760,customer760@example.com,USA,2025-01-30
C0761,Customer 761,customer761@example.com,Canada,2025-01-31
C0762,Customer 762,customer762@example.com,UK,2025-02-01
C0763,Customer 763,customer763@example.com,Germany,2025-02-02
C0764,Customer 764,customer764@example.com,France,2025-02-03
C0765,Customer 765,customer765@example.com,USA,2025-02-04
C0766,Customer 766,customer766@example.com,Canada,2025-02-05
C0767,Customer 767,customer767@example.com,UK,2025-02-06
C0768,Customer 768,customer768@example.com,Germany,2025-02-07
C0769,Customer 769,customer769@example.com,France,2025-02-08
C0770,Customer 770,customer770@example.com,USA,2025-02-09
C0771,Customer 771,customer771@example.com,Canada,2025-02-10
C0772,Customer 772,customer772@example.com,UK,2025-02-11
C0773,Customer 773,customer773@example.com,Germany,2025-02-12
C0774,Customer 774,customer774@example.com,France,2025-02-13
C0775,Customer 775,customer775@example.com,USA,2025-02-14
C0776,Customer 776,customer776@example.com,Canada,2025-02-15
C0777,Customer 777,customer777@example.com,UK,2025-02-16
C0778,Customer 778,customer778@example.com,Germany,2025-02-17
C0779,Customer 779,customer779@example.com,France,2025-02-18
C0780,Customer 780,customer780@example.com,USA,2025-02-19
C0781,Customer 781,customer781@example.com,Canada,2025-02-20
C0782,Customer 782,customer782@example.com,UK,2025-02-21
C0783,Customer 783,customer783@example.com,Germany,2025-02-22
C0784,Customer 784,customer784@example.com,France,2025-02-23
C0785,Customer 785,customer785@example.com,USA,2025-02-24
C0786,Customer 786,customer786@example.com,Canada,2025-02-25
C0787,Customer 787,customer787@example.com,UK,2025-02-26
C0788,Customer 788,customer788@example.com,Germany,2025-02-27
C0789,Customer 789,customer789@example.com,France,2025-02-28
C0790,Customer 790,customer790@example.com,USA,2025-03-01
C0791,Customer 791,customer791@example.com,Canada,2025-03-02
C0792,Customer 792,customer792@example.com,UK,2025-03-03
C0793,Customer 793,customer793@example.com,Germany,2025-03-04
C0794,Customer 794,customer794@example.com,France,2025-03-05
C0795,Customer 795,customer795@example.com,USA,2025-03-06
C0796,Customer 796,customer796@example.com,Canada,2025-03-07
C0797,Customer 797,customer797@example.com,UK,2025-03-08
C0798,Customer 798,customer798@example.com,Germany,2025-03-09
C0799,Customer 799,customer799@example.com,France,2025-03-10
C0800,Customer 800,customer800@example.com,USA,2025-03-11
C0801,Customer 801,customer801@example.com,Canada,2025-03-12
C0802,Customer 802,customer802@example.com,UK,2025-03-13
C0803,Customer 803,customer803@example.com,Germany,2025-03-14
C0804,Customer 804,customer804@example.com,France,2025-03-15
C0805,Customer 805,customer805@example.com,USA,2025-03-16
C0806,Customer 806,customer806@example.com,Canada,2025-03-17
C0807,Customer 807,customer807@example.com,UK,2025-03-18
C0808,Customer 808,customer808@example.com,Germany,2025-03-19
C0809,Customer 809,customer809@example.com,France,2025-03-20
C0810,Customer 810,customer810@example.com,USA,2025-03-21
C0811,Customer 811,customer811@example.com,Canada,2025-03-22
C0812,Customer 812,customer812@example.com,UK,2025-03-23
C0813,Customer 813,customer813@example.com,Germany,2025-03-24
C0814,Customer 814,customer814@example.com,France,2025-03-25
C0815,Customer 815,customer815@example.com,USA,2025-03-26
C0816,Customer 816,customer816@example.com,Canada,2025-03-27
C0817,Customer 817,customer817@example.com,UK,2025-03-28
C0818,Customer 818,customer818@example.com,Germany,2025-03-29
C0819,Customer 819,customer819@example.com,France,2025-03-30
C0820,Customer 820,customer820@example.com,USA,2025-03-31
C0821,Customer 821,customer821@example.com,Canada,2025-04-01
C0822,Customer 822,customer822@example.com,UK,2025-04-02
C0823,Customer 823,customer823@example.com,Germany,2025-04-03
C0824,Customer 824,customer824@example.com,France,2025-04-04
C0825,Customer 825,customer825@example.com,USA,2025-04-05
C0826,Customer 826,customer826@example.com,Canada,2025-04-06
C0827,Customer 827,customer827@example.com,UK,2025-04-07
C0828,Customer 828,customer828@example.com,Germany,2025-04-08
C0829,Customer 829,customer829@example.com,France,2025-04-09
C0830,Customer 830,customer830@example.com,USA,2025-04-10
C0831,Customer 831,customer831@example.com,Canada,2025-04-11
C0832,Customer 832,customer832@example.com,UK,2025-04-12
C0833,Customer 833,customer833@example.com,Germany,2025-04-13
C0834,Customer 834,customer834@example.com,France,2025-04-14
C0835,Customer 835,customer835@example.com,USA,2025-04-15
C0836,Customer 836,customer836@example.com,Canada,2025-04-16
C0837,Customer 837,customer837@example.com,UK,2025-04-17
C0838,Customer 838,customer838@example.com,Germany,2025-04-18
C0839,Customer 839,customer839@example.com,France,2025-04-19
C0840,Customer 840,customer840@example.com,USA,2025-04-20
C0841,Customer 841,customer841@example.com,Canada,2025-04-21
C0842,Customer 842,customer842@example.com,UK,2025-04-22
C0843,Customer 843,customer843@example.com,Germany,2025-04-23
C0844,Customer 844,customer844@example.com,France,2025-04-24
C0845,Customer 845,customer845@example.com,USA,2025-04-25
C0846,Customer 846,customer846@example.com,Canada,2025-04-26
C0847,Customer 847,customer847@example.com,UK,2025-04-27
C0848,Customer 848,customer848@example.com,Germany,2025-04-28
C0849,Customer 849,customer849@example.com,France,2025-04-29
C0850,Customer 850,customer850@example.com,USA,2025-04-30
C0851,Customer 851,customer851@example.com,Canada,2025-05-01
C0852,Customer 852,customer852@example.com,UK,2025-05-02
C0853,Customer 853,customer853@example.com,Germany,2025-05-03
C0854,Customer 854,customer854@example.com,France,2025-05-04
C0855,Customer 855,customer855@example.com,USA,2025-05-05
C0856,Customer 856,customer856@example.com,Canada,2025-05-06
C0857,Customer 857,customer857@example.com,UK,2025-05-07
C0858,Customer 858,customer858@example.com,Germany,2025-05-08
C0859,Customer 859,customer859@example.com,France,2025-05-09
C0860,Customer 860,customer860@example.com,USA,2025-05-10
C0861,Customer 861,customer861@example.com,Canada,2025-05-11
C0862,Customer 862,customer862@example.com,UK,2025-05-12
C0863,Customer 863,customer863@example.com,Germany,2025-05-13
C0864,Customer 864,customer864@example.com,France,2025-05-14
C0865,Customer 865,customer865@example.com,USA,2025-05-15
C0866,Customer 866,customer866@example.com,Canada,2025-05-16
C0867,Customer 867,customer867@example.com,UK,2025-05-17
C0868,Customer 868,customer868@example.com,Germany,2025-05-18
C0869,Customer 869,customer869@example.com,France,2025-05-19
C0870,Customer 870,customer870@example.com,USA,2025-05-20
C0871,Customer 871,customer871@example.com,Canada,2025-05-21
C0872,Customer 872,customer872@example.com,UK,2025-05-22
C0873,Customer 873,customer873@example.com,Germany,2025-05-23
C0874,Customer 874,customer874@example.com,France,2025-05-24
C0875,Customer 875,customer875@example.com,USA,2025-05-25
C0876,Customer 876,customer876@example.com,Canada,2025-05-26
C0877,Customer 877,customer877@example.com,UK,2025-05-27
C0878,Customer 878,customer878@example.com,Germany,2025-05-28
C0879,Customer 879,customer879@example.com,France,2025-05-29
C0880,Customer 880,customer880@example.com,USA,2025-05-30
C0881,Customer 881,customer881@example.com,Canada,2025-05-31
C0882,Customer 882,customer882@example.com,UK,2025-06-01
C0883,Customer 883,customer883@example.com,Germany,2025-06-02
C0884,Customer 884,customer884@example.com,France,2025-06-03
C0885,Customer 885,customer885@example.com,USA,2025-06-04
C0886,Customer 886,customer886@example.com,Canada,2025-06-05
C0887,Customer 887,customer887@example.com,UK,2025-06-06
C0888,Customer 888,customer888@example.com,Germany,2025-06-07
C0889,Customer 889,customer889@example.com,France,2025-06-08
C0890,Customer 890,customer890@example.com,USA,2025-06-09
C0891,Customer 891,customer891@example.com,Canada,2025-06-10
C0892,Customer 892,customer892@example.com,UK,2025-06-11
C0893,Customer 893,customer893@example.com,Germany,2025-06-12
C0894,Customer 894,customer894@example.com,France,2025-06-13
C0895,Customer 895,customer895@example.com,USA,2025-06-14
C0896,Customer 896,customer896@example.com,Canada,2025-06-15
C0897,Customer 897,customer897@example.com,UK,2025-06-16
C0898,Customer 898,customer898@example.com,Germany,2025-06-17
C0899,Customer 899,customer899@example.com,France,2025-06-18
C0900,Customer 900,customer900@example.com,USA,2025-06-19
C0901,Customer 901,customer901@example.com,Canada,2025-06-20
C0902,Customer 902,customer902@example.com,UK,2025-06-21
C0903,Customer 903,customer903@example.com,Germany,2025-06-22
C0904,Customer 904,customer904@example.com,France,2025-06-23
C0905,Customer 905,customer905@example.com,USA,2025-06-24
C0906,Customer 906,customer906@example.com,Canada,2025-06-25
C0907,Customer 907,customer907@example.com,UK,2025-06-26
C0908,Customer 908,customer908@example.com,Germany,2025-06-27
C0909,Customer 909,customer909@example.com,France,2025-06-28
C0910,Customer 910,customer910@example.com,USA,2025-06-29
C0911,Customer 911,customer911@example.com,Canada,2025-06-30
C0912,Customer 912,customer912@example.com,UK,2025-07-01
C0913,Customer 913,customer913@example.com,Germany,2025-07-02
C0914,Customer 914,customer914@example.com,France,2025-07-03
C0915,Customer 915,customer915@example.com,USA,2025-07-04
C0916,Customer 916,customer916@example.com,Canada,2025-07-05
C0917,Customer 917,customer917@example.com,UK,2025-07-06
C0918,Customer 918,customer918@example.com,Germany,2025-07-07
C0919,Customer 919,customer919@example.com,France,2025-07-08
C0920,Customer 920,customer920@example.com,USA,2025-07-09
C0921,Customer 921,customer921@example.com,Canada,2025-07-10
C0922,Customer 922,customer922@example.com,UK,2025-07-11
C0923,Customer 923,customer923@example.com,Germany,2025-07-12
C0924,Customer 924,customer924@example.com,France,2025-07-13
C0925,Customer 925,customer925@example.com,USA,2025-07-14
C0926,Customer 926,customer926@example.com,Canada,2025-07-15
C0927,Customer 927,customer927@example.com,UK,2025-07-16
C0928,Customer 928,customer928@example.com,Germany,2025-07-17
C0929,Customer 929,customer929@example.com,France,2025-07-18
C0930,Customer 930,customer930@example.com,USA,2025-07-19
C0931,Customer 931,customer931@example.com,Canada,2025-07-20
C0932,Customer 932,customer932@example.com,UK,2025-07-21
C0933,Customer 933,customer933@example.com,Germany,2025-07-22
C0934,Customer 934,customer934@example.com,France,2025-07-23
C0935,Customer 935,customer935@example.com,USA,2025-07-24
C0936,Customer 936,customer936@example.com,Canada,2025-07-25
C0937,Customer 937,customer937@example.com,UK,2025-07-26
C0938,Customer 938,customer938@example.com,Germany,2025-07-27
C0939,Customer 939,customer939@example.com,France,2025-07-28
C0940,Customer 940,customer940@example.com,USA,2025-07-29
C0941,Customer 941,customer941@example.com,Canada,2025-07-30
C0942,Customer 942,customer942@example.com,UK,2025-07-31
C0943,Customer 943,customer943@example.com,Germany,2025-08-01
C0944,Customer 944,customer944@example.com,France,2025-08-02
C0945,Customer 945,customer945@example.com,USA,2025-08-03
C0946,Customer 946,customer946@example.com,Canada,2025-08-04
C0947,Customer 947,customer947@example.com,UK,2025-08-05
C0948,Customer 948,customer948@example.com,Germany,2025-08-06
C0949,Customer 949,customer949@example.com,France,2025-08-07
C0950,Customer 950,customer950@example.com,USA,2025-08-08
C0951,Customer 951,customer951@example.com,Canada,2025-08-09
C0952,Customer 952,customer952@example.com,UK,2025-08-10
C0953,Customer 953,customer953@example.com,Germany,2025-08-11
C0954,Customer 954,customer954@example.com,France,2025-08-12
C0955,Customer 955,customer955@example.com,USA,2025-08-13
C0956,Customer 956,customer956@example.com,Canada,2025-08-14
C0957,Customer 957,customer957@example.com,UK,2025-08-15
C0958,Customer 958,customer958@example.com,Germany,2025-08-16
C0959,Customer 959,customer959@example.com,France,2025-08-17
C0960,Customer 960,customer960@example.com,USA,2025-08-18
C0961,Customer 961,customer961@example.com,Canada,2025-08-19
C0962,Customer 962,customer962@example.com,UK,2025-08-20
C0963,Customer 963,customer963@example.com,Germany,2025-08-21
C0964,Customer 964,customer964@example.com,France,2025-08-22
C0965,Customer 965,customer965@example.com,USA,2025-08-23
C0966,Customer 966,customer966@example.com,Canada,2025-08-24
C0967,Customer 967,customer967@example.com,UK,2025-08-25
C0968,Customer 968,customer968@example.com,Germany,2025-08-26
C0969,Customer 969,customer969@example.com,France,2025-08-27
C0970,Customer 970,customer970@example.com,USA,2025-08-28
C0971,Customer 971,customer971@example.com,Canada,2025-08-29
C0972,Customer 972,customer972@example.com,UK,2025-08-30
C0973,Customer 973,customer973@example.com,Germany,2025-08-31
C0974,Customer 974,customer974@example.com,France,2025-09-01
C0975,Customer 975,customer975@example.com,USA,2025-09-02
C0976,Customer 976,customer976@example.com,Canada,2025-09-03
C0977,Customer 977,customer977@example.com,UK,2025-09-04
C0978,Customer 978,customer978@example.com,Germany,2025-09-05
C0979,Customer 979,customer979@example.com,France,2025-09-06
C0980,Customer 980,customer980@example.com,USA,2025-09-07
C0981,Customer 981,customer981@example.com,Canada,2025-09-08
C0982,Customer 982,customer982@example.com,UK,2025-09-09
C0983,Customer 983,customer983@example.com,Germany,2025-09-10
C0984,Customer 984,customer984@example.com,France,2025-09-11
C0985,Customer 985,customer985@example.com,USA,2025-09-12
C0986,Customer 986,customer986@example.com,Canada,2025-09-13
C0987,Customer 987,customer987@example.com,UK,2025-09-14
C0988,Customer 988,customer988@example.com,Germany,2025-09-15
C0989,Customer 989,customer989@example.com,France,2025-09-16
C0990,Customer 990,customer990@example.com,USA,2025-09-17
